Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
No,Yes,No,61,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,68.76990620903885,0,6466
No,Yes,Yes,47,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,63.38335743710647,0,3760
No,No,No,20,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,37.39786090139381,0,2120
No,Yes,Yes,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,41.05971261467864,0,5907
No,No,Yes,54,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.85,76.33249635640118,0,5915
Yes,Yes,No,61,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3,77.88806070252359,0,5413
No,No,No,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,16.437761404765553,0,3799
No,Yes,Yes,3,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,12.984606270503546,0,3654
No,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,23.15923142075315,0,3848
No,No,No,30,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,43.45629988850869,0,5039
No,Yes,No,21,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,25.086849144521917,0,3766
Yes,Yes,No,23,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,46.013584950533904,0,5272
No,Yes,Yes,45,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,68.78153822065919,0,5915
No,Yes,Yes,24,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.15,45.08935572837563,0,2404
No,Yes,No,56,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.2,75.79149028749863,0,4534
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,4.410215414239989,0,5820
Yes,Yes,No,55,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,69.32027120547063,0,4291
No,Yes,No,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,78.17128628850878,0,6361
Yes,No,No,45,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,39.957477397853836,0,5715
No,No,No,47,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,32.34501507187777,0,2618
No,No,No,2,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,9.630680142129112,0,5870
No,Yes,No,2,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,13.948118152639804,0,5251
No,Yes,No,12,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,24.740654801358836,0,3097
No,Yes,Yes,69,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,81.6804750231045,0,6166
Yes,No,Yes,56,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,72.55549600133679,0,5693
Yes,No,No,4,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,17.42699056062176,0,3828
No,Yes,No,64,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,69.41757702484293,0,4222
No,Yes,Yes,62,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,84.61116947543037,0,6349
No,Yes,Yes,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.65,39.67996975805299,0,4392
No,No,No,53,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,53.658177382389724,0,5183
No,Yes,Yes,5,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,9.276313923105448,0,4573
Yes,Yes,No,49,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,64.49379815145019,0,5987
No,Yes,Yes,62,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,81.47607010650428,0,5735
No,Yes,No,55,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,55.78575086883747,0,4702
Yes,Yes,No,71,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,84.66551836491642,0,4964
No,Yes,Yes,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,36.41771546926029,0,4603
No,Yes,No,36,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,47.2710270673274,0,3671
No,Yes,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.95,22.251966205259254,0,5682
Yes,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,91.20279600977155,0,4796
No,No,No,36,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,26.07297451385246,0,4904
No,No,No,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,7.92464510246358,0,2438
No,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,86.85620300243386,0,5551
No,Yes,Yes,59,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,34.471002306286366,0,6144
No,No,No,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,8.608135686662937,0,2900
No,Yes,Yes,30,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,56.94295391003175,0,3094
No,No,No,64,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,35.21576351578935,0,6036
No,No,No,63,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,64.11980973147067,0,5082
Yes,Yes,No,72,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,76.81048105564761,0,5856
No,No,No,62,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,72.06386056824877,0,5466
No,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,86.7801820694103,0,6060
No,Yes,No,70,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,73.89316612515665,0,5880
Yes,No,No,20,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.7,40.17710790985334,0,3111
No,No,No,5,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,20.062402647738878,0,3469
No,Yes,No,24,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.6,36.983104250454694,0,5623
No,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,89.23116047659585,0,5444
No,Yes,No,66,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,61.73167744359455,0,5313
No,Yes,No,45,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,59.44409138005223,0,2934
No,Yes,Yes,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,37.37512541784977,0,4131
No,No,No,28,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,40.57647101461634,0,3354
No,No,No,36,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55,51.77016515330041,0,3235
No,Yes,No,42,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,45.266433480008125,0,3844
No,No,No,48,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,60.24284189843636,0,2667
No,Yes,Yes,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,14.223220451079285,0,5359
No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,12.144957801491119,0,3331
No,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,9.292470069900682,0,5756
No,No,No,8,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.7,24.06241883103193,0,4490
No,Yes,Yes,32,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8,55.96025375210517,0,5288
No,Yes,No,60,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,62.676151764447056,0,4053
No,Yes,No,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,13.70218960604472,0,3831
No,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,41.353959907123766,0,4015
No,Yes,No,43,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,46.38534251247909,0,5656
No,Yes,No,23,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,34.95067953559701,0,5140
No,Yes,No,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,38.68397601074636,0,5398
No,Yes,No,22,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,35.947183477986144,0,3733
No,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,5.014977567247933,0,3513
No,No,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,41.389612223358654,0,6059
No,No,No,50,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,41.81985174531349,0,5052
No,Yes,No,15,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.35,33.38487681570803,0,4891
No,No,No,31,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,24.679951377585816,0,5363
No,Yes,No,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,47.783888498112,0,4740
No,No,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,11.899579824514813,0,3087
No,Yes,No,64,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,68.47371758565471,0,4515
No,Yes,No,28,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,23.728674636397205,0,5145
No,Yes,No,57,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,77.36278174936577,0,6354
No,No,No,19,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,19.32614809008769,0,2831
No,Yes,No,51,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,50.53068374760033,0,5528
No,Yes,No,67,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,65.74838401055953,0,5441
No,Yes,Yes,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,15.836666315863324,0,2606
No,Yes,No,72,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,67.4466455800435,0,4147
No,Yes,No,66,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.35,36.871398129173244,0,4845
No,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.5,13.37348122217996,0,4283
No,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,25.17637781731121,0,5841
No,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,72.90473235668587,0,2319
No,No,No,10,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,27.120103244641236,0,3963
No,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,80.4636563921874,0,6434
No,Yes,No,51,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,66.49774432264601,0,6261
Yes,Yes,No,61,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,70.03463428904303,0,4250
No,No,No,54,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4,66.963049512399,0,4154
No,No,No,33,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,45.09822612919493,0,3009
No,No,No,27,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.25,23.199137915017445,0,5250
No,No,No,23,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,46.82841018014599,0,5029
No,No,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,4.455333881989093,0,4840
No,Yes,No,45,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.35,62.11320310529799,0,3403
No,Yes,Yes,39,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.85,29.23696290656743,0,3032
No,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,76.25713081410812,0,4162
No,Yes,Yes,58,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,63.01111013146809,0,6433
No,No,No,70,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,55.30054249281828,0,4442
No,Yes,Yes,61,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,78.39132605078191,0,4000
No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,11.366617790706258,0,2388
No,Yes,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,34.14527785799964,0,3979
No,No,No,48,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,70.03035056316654,0,3262
No,No,No,64,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,75.05031645502902,0,4934
No,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,40.5370201174186,0,5160
No,Yes,Yes,12,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,27.213048340823562,0,5068
No,Yes,No,72,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,69.91566348108269,0,4505
No,Yes,No,29,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,49.39888662712956,0,2568
No,Yes,No,33,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,24.910841013502534,0,3636
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,4.511097427455985,0,5774
No,Yes,Yes,62,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,82.71003566677987,0,4306
No,No,No,4,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,17.877359984069237,0,3154
No,No,No,24,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,44.0232892910105,0,2198
No,Yes,No,14,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,17.161002301730512,0,5620
No,No,Yes,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,7.635443667528429,0,4430
No,No,No,8,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,23.37627001897437,0,3026
No,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,28.23295946230221,0,2416
No,No,Yes,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,40.91210089936717,0,6019
No,No,No,8,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,18.5324040534411,0,5489
No,Yes,No,71,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,86.09442490661053,0,4695
No,Yes,Yes,43,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,63.55312738174259,0,3853
Yes,No,No,29,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,54.30101288189751,0,5285
No,Yes,Yes,65,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,77.96633889057507,0,4603
No,No,No,35,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,58.46537436808217,0,3715
No,No,No,64,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,81.26376806424867,0,4986
No,Yes,No,58,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,56.275216569996424,0,4080
Yes,No,No,18,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,29.423629959608995,0,3283
No,Yes,Yes,67,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,79.83169796515668,0,6111
No,Yes,Yes,63,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,34.3081622941247,0,6373
No,Yes,No,60,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,77.36762888960732,0,6213
No,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,88.70766595960013,0,4203
No,No,No,48,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,30.605555051330143,0,3396
No,Yes,No,12,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,27.228661369960882,0,5426
Yes,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,81.14924522138206,0,4322
Yes,No,No,44,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,55.87843949145323,0,4374
No,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,32.98863440641337,0,3586
No,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,24.80624921264801,0,4402
No,Yes,No,43,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,53.92772941632162,0,4000
No,No,No,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,27.201102918815625,0,5876
No,Yes,No,9,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,24.369037732335677,0,2452
Yes,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,85.01441054315438,0,4452
No,No,No,27,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,35.935358631854506,0,5428
No,No,No,40,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,44.98388600376806,0,2449
No,Yes,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,12.407658925034971,0,3152
Yes,Yes,No,58,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,73.8836923820135,0,6019
No,Yes,Yes,52,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,72.41857496526703,0,4811
No,Yes,No,3,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,12.431814026923023,0,2662
No,No,Yes,41,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,67.13531112611305,0,5038
No,No,No,20,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,45.077156077108505,0,3300
No,No,Yes,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,7.074602462329597,0,5523
No,No,No,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,21.769244359876158,0,4263
Yes,No,No,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,10.334408546211051,0,3288
No,Yes,Yes,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,12.353137253345807,0,5416
No,No,No,18,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,34.63235481453723,0,4466
Yes,No,No,52,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,50.547502411098414,0,4865
No,No,No,31,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,54.5820483309302,0,3949
No,Yes,Yes,29,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,25.590037123849587,0,4667
No,Yes,No,36,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,61.922532247962856,0,4505
No,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,67.72111930557557,0,5106
No,No,No,60,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,77.07820703674938,0,4616
No,Yes,No,22,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,47.27525779940285,0,3207
No,Yes,No,36,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,25.821502667350714,0,4175
No,No,No,9,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,23.40512764331782,0,3013
No,Yes,Yes,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,8.637129152675673,0,5494
No,Yes,Yes,12,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,23.898744736910345,0,3582
No,No,No,23,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,41.911812177475696,0,3483
No,No,No,62,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,75.70634055348336,0,6468
No,No,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,12.523977004130916,0,2879
No,Yes,No,31,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,51.799613898174954,0,4821
No,Yes,Yes,45,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,66.75814557040961,0,5322
Yes,Yes,No,69,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,83.65972746788026,0,5467
No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,6.06630035524124,0,5736
No,No,No,44,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,47.59201613716318,0,3910
No,No,No,39,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,36.18217793334171,0,3752
No,Yes,No,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,68.95143218237023,0,4969
Yes,No,No,13,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,35.150391178477655,0,3098
No,Yes,No,51,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,59.68668193156661,0,5628
Yes,Yes,No,71,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,84.93379774859947,0,4951
No,No,No,56,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,76.90513636942593,0,6161
No,No,No,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,7.158910531638177,0,4483
No,Yes,No,23,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,35.81689545451978,0,3794
Yes,Yes,No,66,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,68.83930563275607,0,5572
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,4.421538193886829,0,5750
No,No,No,11,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,28.207268566807386,0,2278
